,thscode,ths_fund_short_name_fund,ths_fund_manager_current_fund,ths_fund_manager_his_fund,ths_isindexfund_fund,ths_invest_type_first_classi_fund,ths_invest_type_second_classi_fund,ths_fund_scale_fund,ths_found_years_fund,ths_org_investor_held_ratio_fund,ths_stock_mv_to_fanv_fund
42,519181.OF,万家和谐增长混合A,"莫海波,刘林峰",路志刚(20061201-20080927) 李洪雨(20080927-20100626) 鞠英利(20100626-20110706) 宁冬莉(20110603-20130831) 吕宜振(20110930-20130104) 华光磊(20130104-20150522) 刘芳洁(20130601-20141114) 莫海波(20150506-至今) 刘林峰(20220621-至今),否,混合型基金,灵活配置型基金,684524724.21,16.668493150685,6.37,91.276373682969
46,519195.OF,万家品质生活A,莫海波,莫海波(20150806-至今),否,混合型基金,灵活配置型基金,3513093274.57,7.9808219178082,70.45,89.960791043367
47,519196.OF,万家新兴蓝筹,莫海波,莫海波(20160126-至今),否,混合型基金,灵活配置型基金,2131734453.65,7.5068493150685,39.91,93.051564736654
54,519224.OF,海富通欣荣混合A,杜晓海,谈云飞(20160922-20200102) 杜晓海(20160928-至今),否,混合型基金,灵活配置型基金,540479575.59,6.8493150684932,98.09,92.503063322516
66,519621.OF,银河君荣混合I,刘铭,杨鑫(20160905-20170429) 韩晶(20160905-20171214) 袁曦(20161231-20180913) 刘铭(20170429-至今),否,混合型基金,灵活配置型基金,60385602.51,6.8958904109589,100.0,90.223037370041
76,519651.OF,银河转型混合A,杨琪,卢轶乔(20150512-20161229) 王海华(20161229-20190219) 杨琪(20190219-至今) 陈伯祯(20200206-20211027),否,混合型基金,灵活配置型基金,381798623.03,8.2164383561644,,84.25059469004
82,519664.OF,银河美丽混合A,杨琪,成胜(20140529-20150612) 张杨(20140529-20170408) 杨琪(20170408-至今),否,混合型基金,偏股混合型基金,217216871.32,9.1698630136986,0.0,93.910889689194
84,519668.OF,银河成长混合,祝建辉,李昇(20080526-20090807) 孙振峰(20090716-20111101) 丁杰人(20111010-20131113) 王培(20131030-20160201) 钱睿南(20160201-20170408) 祝建辉(20160201-至今),否,混合型基金,偏股混合型基金,192749658.51,15.180821917808,0.13,87.879299456683
86,519672.OF,银河蓝筹混合A,袁曦,徐小勇(20100716-20150623) 孙振峰(20100716-20111101) 王海华(20150624-20160726) 袁曦(20151228-至今),否,混合型基金,偏股混合型基金,545783002.41,13.041095890411,23.61,93.503482733557
87,519674.OF,银河创新混合A,郑巍山,钱睿南(20101229-20120319) 王培(20110603-20160202) 神玉飞(20160202-20170408) 袁曦(20160202-20190511) 郑巍山(20190511-至今),否,混合型基金,偏股混合型基金,13433299794.47,12.586301369863,1.13,92.479518511653
90,519688.OF,交银精选混合,"王崇,张雪蓉",赵枫(20050929-20080128) 李立(20070425-20120508) 管华雨(20120313-20130426) 张鸿羽(20120420-20141022) 曹文俊(20141022-20170613) 王崇(20170603-至今) 张雪蓉(20230107-至今),否,混合型基金,偏股混合型基金,6442432862.22,17.838356164384,5.37,79.451543672172
91,519690.OF,交银稳健配置混合,陈孜铎,李旭利(20060614-20070704) 郑拓(20070704-20090821) 李立(20090821-20101231) 华昕(20090910-20110804) 张科兵(20110719-20140110) 唐倩(20131212-20180728) 陈孜铎(20180704-至今),否,混合型基金,灵活配置型基金,1532943859.19,17.131506849315,1.54,79.304964546765
92,519692.OF,交银成长混合A,王少成,周炜炜(20061023-20101020) 管华雨(20101008-20150324) 王少成(20150324-至今),否,混合型基金,偏股混合型基金,2039469747.86,16.772602739726,1.94,80.90353021782
93,519694.OF,交银蓝筹混合,王少成,李旭利(20070808-20090527) 崔海峰(20080901-20100604) 张媚钗(20100604-20141022) 李德亮(20141022-20150829) 陈孜铎(20141022-20190129) 张迎军(20141022-20150711) 王少成(20180928-至今),否,混合型基金,偏股混合型基金,1390549881.46,15.980821917808,2.35,81.137555856991
94,519696.OF,交银环球精选混合(QDII),"周中,陈俊华,陈舒薇",郑伟辉(20080822-20130305) 饶超(20120409-20140124) 晏青(20120409-20150422) 蔡铮(20150422-20170325) 陈俊华(20151121-至今) 周中(20151212-至今) 陈舒薇(20200108-至今),否,QDII基金,QDII混合型基金,79483636.75,14.939726027397,24.57,92.821772142657
99,519704.OF,交银先进制造混合A,刘鹏,黄义志(20110622-20120810) 张科兵(20120313-20130426) 王少成(20130321-20150815) 任相栋(20150121-20180623) 刘鹏(20180529-至今),否,混合型基金,偏股混合型基金,6945129079.15,12.106849315068,45.88,79.536748401609
100,519710.OF,交银策略回报混合,韩威俊,项廷锋(20120620-20151007) 李娜(20151007-20151107) 王少成(20151107-20180608) 韩威俊(20160120-至今),否,混合型基金,灵活配置型基金,637316197.81,11.109589041096,55.92,72.717654420688
101,519712.OF,交银阿尔法核心混合A,何帅,龙向东(20120803-20150926) 何帅(20150916-至今),否,混合型基金,偏股混合型基金,5495697536.39,10.98904109589,6.63,85.912355457719
102,519727.OF,交银成长30混合,郭斐,管华雨(20130605-20141022) 王少成(20130702-20190618) 郭斐(20170926-至今),否,混合型基金,偏股混合型基金,1047558767.46,10.150684931507,0.3,65.11418401434
104,519736.OF,交银新成长混合,王崇,管华雨(20140509-20150523) 王崇(20141022-至今),否,混合型基金,偏股混合型基金,8309528377.12,9.2246575342466,10.09,89.816269067187
108,519756.OF,交银施罗德国企改革灵活配置混合A,沈楠,沈楠(20150610-至今),否,混合型基金,灵活配置型基金,5302637928.55,8.1369863013699,81.85,81.352521451575
113,519767.OF,交银科技创新灵活配置混合A,芮晨,芮晨(20160505-至今),否,混合型基金,灵活配置型基金,377156814.2,7.2328767123288,40.92,92.568781430077
119,519773.OF,交银数据产业灵活配置混合A,田彧龙,芮晨(20160816-20190530) 田彧龙(20190514-至今),否,混合型基金,灵活配置型基金,1747632571.8,6.9506849315068,53.94,86.658777923149
122,519908.OF,华夏兴华混合A,阳琨,杨明韬(20130412-20150616) 阳琨(20130412-至今),否,混合型基金,灵活配置型基金,859370120.74,10.298630136986,15.15,89.729755106708
124,519915.OF,富国消费主题混合A,王园园,戴益强(20141212-20180118) 王园园(20170616-至今) 刘莉莉(20180711-20211027),否,混合型基金,偏股混合型基金,5405391581.43,8.6301369863014,47.46,83.805905502513
126,519929.OF,长信电子信息行业量化灵活配置混合A,"左金保,宋海岸",左金保(20160727-至今) 宋海岸(20230130-至今),否,混合型基金,灵活配置型基金,85715000.01,7.0054794520548,0.14,90.398828576016
140,519983.OF,长信量化先锋混合A,左金保,卢曼(20101118-20110919) 胡倩(20110415-20150313) 叶琦(20111031-20120305) 左金保(20150313-至今),否,混合型基金,偏股混合型基金,640434924.2,12.698630136986,0.05,93.869771875266
142,519991.OF,长信双利优选混合A,祝昱丰,胡志宝(20080619-20100826) 张甦伟(20080725-20100705) 钱斌(20100721-20120803) 谈洁颖(20120723-20170328) 叶松(20170309-20180601) 安昀(20171101-20200820) 祝昱丰(20190218-至今),否,混合型基金,偏股混合型基金,97630897.88,15.115068493151,4.26,91.645208010801
144,519995.OF,长信金利趋势混合A,高远,陆文俊(20060430-20080610) 梁晓军(20060430-20060922) 许万国(20080602-20110423) 付勇(20100628-20121113) 胡志宝(20121025-20131112) 宋小龙(20130205-20160722) 常松(20160714-20180907) 高远(20180830-至今),否,混合型基金,偏股混合型基金,4835566417.75,17.254794520548,63.58,86.705860115914
146,530001.OF,建信恒久价值混合,"陶灿,蒋严泽",吴剑飞(20051201-20091125) 卓利伟(20090325-20110715) 王新艳(20091217-20110201) 邱宇航(20110711-20140327) 顾中汉(20111011-20170330) 陶灿(20170322-至今) 蒋严泽(20221014-至今),否,混合型基金,偏股混合型基金,1035745454.3,17.665753424658,6.63,90.46642918153
147,530003.OF,建信优选成长混合A,姚锦,李华(20060908-20071023) 田擎(20071023-20100427) 曹雄飞(20071023-20081127) 李涛(20081127-20120217) 姚锦(20120217-至今),否,混合型基金,偏股混合型基金,1612177808.97,16.895890410959,3.03,87.61350157505
149,530006.OF,建信核心精选混合,王东杰,田擎(20081125-20100427) 王新艳(20100427-20131220) 乔林建(20131113-20150522) 顾中汉(20150522-20170330) 潘龙玲(20160330-20170828) 姚锦(20170609-20180912) 王东杰(20170828-至今),否,混合型基金,偏股混合型基金,468653867.48,14.679452054795,21.05,70.917178705514
158,550001.OF,信诚四季红混合A,吴昊,岳爱民(20060429-20081113) 孙志洪(20060511-20070522) 管华雨(20070522-20100602) 闾志刚(20100525-20190304) 吴昊(20190131-至今) 夏明月(20190318-20230213),否,混合型基金,灵活配置型基金,442409574.62,17.257534246575,2.65,82.78682552743
159,550002.OF,中信保诚精萃成长混合A,王睿,吕宜振(20061127-20080628) 孙志洪(20061127-20070522) 刘浩(20080625-20120929) 谭鹏万(20120828-20150529) 王睿(20150529-至今),否,混合型基金,偏股混合型基金,1656797445.09,16.676712328767,51.59,83.724596327866
160,550003.OF,中信保诚盛世蓝筹混合,吴昊,岳爱民(20080604-20090728) 张锋(20080606-20111028) 张光成(20111028-20150430) 聂炜(20150430-20170213) 吴昊(20151118-至今),否,混合型基金,偏股混合型基金,196499743.63,15.156164383562,48.96,88.265477877452
161,550008.OF,信诚优胜精选混合A,王睿,黄小坚(20090826-20140314) 杨建标(20110329-20150521) 王睿(20150430-至今),否,混合型基金,偏股混合型基金,2782003831.98,13.928767123288,96.02,84.537133636071
168,570001.OF,诺德价值优势混合,罗世锋,邹翔(20070419-20080522) 戴奇雷(20080522-20100401) 张学东(20080522-20090609) 胡志伟(20100401-20141118) 薛珠(20111107-20140529) 胡洋(20141118-20170405) 罗世锋(20141125-至今),否,混合型基金,偏股混合型基金,2994819465.57,16.284931506849,33.28,92.654808811009
172,570008.OF,诺德周期策略混合,罗世锋,胡志伟(20120321-20140401) 陈国光(20120424-20150620) 罗世锋(20150620-至今),否,混合型基金,偏股混合型基金,1301453277.22,11.358904109589,62.94,88.018019585113
185,590005.OF,中邮核心主题混合,陈梁,刘霄汉(20100519-20150313) 陈梁(20150313-至今) 国晓雯(20170109-20181012),否,混合型基金,偏股混合型基金,505577697.46,13.2,24.91,89.104117968436
190,610004.OF,信澳中小盘混合,曾国富,曾国富(20091201-20140222) 黄敬东(20100113-20101230) 巩伟(20131226-20150701) 冯士祯(20150701-20190518) 曾国富(20190426-至今),否,混合型基金,偏股混合型基金,364614099.72,13.66301369863,0.63,91.921996829753
192,610006.OF,信澳产业升级混合,曾国富,张俊生(20110613-20140125) 王战强(20131219-20150214) 曾国富(20150214-至今),否,混合型基金,偏股混合型基金,332156138.46,12.131506849315,1.06,90.00700685357
200,630002.OF,华商盛世成长混合,"周海栋,孙蔚",庄涛(20080923-20110924) 梁永强(20080923-20120424) 孙建波(20091118-20130201) 刘宏(20130201-20170126) 高兵(20150408-20160819) 赵媛媛(20150706-20160819) 马国江(20161223-20190313) 何奇峰(20161223-20171228) 鲁宁(20161223-20190322) 周海栋(20171221-至今) 孙蔚(20230104-至今),否,混合型基金,偏股混合型基金,4671263424.73,14.852054794521,1.12,90.486732472748
202,630006.OF,华商产业升级混合,彭欣杨,胡宇权(20100618-20120706) 刘宏(20120424-20131210) 佘中强(20130731-20160118) 高兵(20160118-20170421) 彭欣杨(20160805-至今),否,混合型基金,偏股混合型基金,85818015.04,13.117808219178,,88.653533985653
204,630010.OF,华商价值精选混合,彭欣杨,刘宏(20110531-20170126) 刘萌萌(20160412-20180713) 蔡建军(20161223-20171225) 陈恒(20170726-20200108) 彭欣杨(20171221-至今),否,混合型基金,偏股混合型基金,440302566.75,12.167123287671,0.02,87.2533913248
207,630016.OF,华商价值共享混合发起式,何奇峰,田明圣(20130318-20151030) 何奇峰(20150127-至今) 童立(20160412-20170421),否,混合型基金,灵活配置型基金,105908987.96,10.367123287671,,83.326145587987
210,660004.OF,农银策略价值混合,陈富权,栾杰(20090929-20110401) 程涛(20100415-20130305) 李洪雨(20130305-20141011) 徐莉(20141011-20150612) 陈富权(20150606-至今),否,混合型基金,偏股混合型基金,548502602.08,13.835616438356,1.56,82.379969696673
212,660006.OF,农银大盘蓝筹混合,宋永安,曹剑飞(20100901-20111117) 李洪雨(20101104-20141011) 赵谦(20141011-20160308) 宋永安(20151202-至今),否,混合型基金,偏股混合型基金,121104176.69,12.912328767123,0.59,81.628921733754
213,660010.OF,农银策略精选混合,张峰,张惟(20110906-20140210) 赵谦(20140128-20160308) 张峰(20151202-至今),否,混合型基金,偏股混合型基金,2660974657.99,11.898630136986,3.73,81.479029957649
214,660012.OF,农银消费主题混合A,徐文卉,付娟(20120424-20191108) 曹剑飞(20120424-20130624) 徐文卉(20170516-至今),否,混合型基金,偏股混合型基金,565018231.16,11.265753424658,0.8,87.434707749228
232,688888.OF,浙商聚潮产业成长混合A,贾腾,姜培正(20110517-20150605) 方维(20121231-20150720) 倪权生(20150511-20170719) 唐桦(20150722-20190226) 贾腾(20190221-至今),否,混合型基金,偏股混合型基金,776344955.01,12.205479452055,88.91,94.46552328657
235,690004.OF,民生加银稳健成长混合,郑爱刚,陈东(20100629-20110729) 蔡锋亮(20110729-20160704) 宋磊(20160704-20180321) 蒯学章(20161124-20190820) 王亮(20190812-20200925) 郑爱刚(20191107-至今),否,混合型基金,偏股混合型基金,100622933.09,13.087671232877,20.21,92.479588810611
236,690005.OF,民生加银内需增长混合,柳世庆,陈东(20110128-20110729) 蔡锋亮(20110406-20160704) 宋磊(20160704-20180321) 柳世庆(20161124-至今),否,混合型基金,偏股混合型基金,233814934.16,12.504109589041,42.64,92.981769168426
237,690007.OF,民生加银景气行业混合A,王亮,蔡锋亮(20111122-20130403) 乐瑞祺(20111122-20140707) 吴剑飞(20120203-20181108) 王亮(20181101-至今),否,混合型基金,偏股混合型基金,1281619876.59,11.687671232877,13.81,88.72912704444
240,700001.OF,平安行业先锋混合,刘杰,颜正华(20110920-20121019) 焦巍(20121019-20140922) 胡昆明(20140912-20160830) 傅浩(20160816-20190509) 刘杰(20180423-至今),否,混合型基金,偏股混合型基金,166376996.96,11.860273972603,5.43,92.084553848007
241,700003.OF,平安策略先锋混合,神爱前,颜正华(20120529-20130529) 黄建军(20130529-20150804) 乔海英(20150804-20170511) 神爱前(20160719-至今),否,混合型基金,灵活配置型基金,3290734548.05,11.169863013699,62.24,79.867719141157
245,720001.OF,财通价值动量混合,金梓才,黄瑞庆(20111201-20120726) 吴松凯(20111201-20140610) 赵艰申(20140610-20150716) 金梓才(20141119-至今),否,混合型基金,灵活配置型基金,2367518768.43,11.66301369863,43.0548,79.523069083115
249,750001.OF,安信灵活配置混合,张竞,陈振宇(20120620-20140115) 黄立华(20140115-20151201) 占冠良(20151201-20180115) 张竞(20171229-至今),否,混合型基金,灵活配置型基金,2164293693.82,11.109589041096,61.35,78.492760757893
732,160133.SZ,南方天元新产业股票(LOF),蒋秋洁,蒋朋宸(20140703-20150616) 蒋秋洁(20150616-至今),否,股票型基金,普通股票型基金,1221780588.27,9.0739726027397,15.74,83.518153263796
741,160322.SZ,华夏港股通精选股票(LOF)A,"李湘杰,黄芳",李湘杰(20161111-至今) 黄芳(20180117-至今),否,股票型基金,普通股票型基金,351147811.4,6.7123287671233,87.18,92.591822644267
1380,000041.OF,华夏全球股票(QDII),"李湘杰,郑鹏",周全(20071009-20150410) 杨昌桁(20071009-20160601) 崔强(20120229-20140805) 陈永强(20150401-20160725) 李湘杰(20160525-至今) 郑鹏(20230327-至今),否,QDII基金,QDII股票型基金,1896417760.52,15.81095890411,0.39,85.506718173913
1382,000043.OF,嘉实美国成长股票(QDII),张自力,张自力(20130614-至今),否,QDII基金,QDII股票型基金,1265482943.58,10.12602739726,10.56,92.228494287494
1390,000082.OF,嘉实研究阿尔法股票,"肖觅,张露",张琦(20130528-20160727) 刘斌(20140515-20160727) 赵宇(20160727-20170811) 张露(20170811-至今) 张丹华(20181101-20200730) 肖觅(20210319-至今),否,股票型基金,普通股票型基金,649193500.46,10.172602739726,46.0,89.99454131922
1393,000309.OF,大摩品质生活精选股票,何晓春,钱斌(20131029-20140829) 周志超(20140809-20151121) 袁斌(20151015-20170701) 王大鹏(20170629-20181221) 何晓春(20180210-至今) 雷志勇(20190420-20210118),否,股票型基金,普通股票型基金,326849360.86,9.7506849315069,14.56,93.917788123678
1403,000409.OF,鹏华环保产业股票,孟昊,梁浩(20140307-20151229) 郑川江(20150605-20190727) 孟昊(20190724-至今),否,股票型基金,普通股票型基金,2648878931.92,9.3972602739726,30.96,81.99973764198
1406,000457.OF,摩根核心成长股票A,李博,孙芳(20140210-20150709) 李博(20141231-至今),否,股票型基金,普通股票型基金,896948658.8,9.4657534246575,15.15,86.957786489694
1407,000471.OF,富国城镇发展股票,蒲世林,汪鸣(20140128-20180416) 毕天宇(20160205-20190114) 蒲世林(20181219-至今),否,股票型基金,普通股票型基金,967820995.87,9.5013698630137,49.25,89.12268761332
1410,000513.OF,富国高端制造行业股票A,毕天宇,毕天宇(20140620-至今) 厉叶淼(20150810-20181024),否,股票型基金,普通股票型基金,788145801.9,9.1095890410959,8.34,93.494752371089
1411,000524.OF,摩根民生需求股票A,杨景喻,桂志强(20140314-20150331) 帅虎(20150130-20190426) 杨景喻(20190426-至今),否,股票型基金,普通股票型基金,137797789.65,9.3780821917808,,88.004691277857
1412,000549.OF,华安大国新经济股票A,翁启森,陈逊(20140414-20150626) 翁启森(20140415-至今),否,股票型基金,普通股票型基金,74414822.49,9.2931506849315,0.0,94.370045394312
1413,000577.OF,安信价值精选股票,陈一峰,陈一峰(20140421-至今),否,股票型基金,普通股票型基金,1978540620.07,9.2739726027397,11.97,91.04200998493
1415,000592.OF,建信改革红利股票A,陶灿,陶灿(20140514-至今),否,股票型基金,普通股票型基金,803782170.95,9.2109589041096,39.9,91.597183373546
1421,000628.OF,大成高新技术产业股票A,刘旭,徐彦(20150203-20180911) 刘旭(20150729-至今),否,股票型基金,普通股票型基金,5669009495.38,8.4849315068493,57.49,87.822341781699
1428,000746.OF,招商行业精选股票基金,贾成东,王忠波(20140903-20170107) 贾成东(20161231-至今),否,股票型基金,普通股票型基金,2307483404.21,8.9041095890411,2.56,93.629231051926
1429,000751.OF,嘉实新兴产业股票,归凯,王汉博(20140917-20160315) 季文华(20160315-20181204) 归凯(20181204-至今),否,股票型基金,普通股票型基金,7646701066.7,8.8657534246575,1.33,93.60708557528
1432,000778.OF,鹏华先进制造股票,袁航,梁浩(20141104-20151229) 袁航(20141104-至今),否,股票型基金,普通股票型基金,222255097.8,8.7342465753425,66.01,86.453877772918
1433,000780.OF,鹏华医疗保健股票,郎超,梁冬冬(20140923-20161014) 陈鹏(20161014-20180214) 金笑非(20170729-20200313) 郎超(20180412-至今),否,股票型基金,普通股票型基金,730482876.75,8.8493150684932,8.19,82.945334451248
1438,000828.OF,宏利转型机遇股票A,王鹏,梁辉(20141118-20150403) 吴华(20141118-20151223) 张勋(20151223-20171219) 王鹏(20171219-至今),否,股票型基金,普通股票型基金,4264576857.51,8.6958904109589,7.22,93.639254824634
1439,000831.OF,工银医疗保健股票,"赵蓓,丁洋",宋炳珅(20141118-20180828) 赵蓓(20141118-至今) 谭冬寒(20160902-20220614) 丁洋(20230505-至今),否,股票型基金,普通股票型基金,4632771547.98,8.6958904109589,23.28,87.003913251886
1443,000866.OF,华宝制造股票,贺喆,刘自强(20141210-20180824) 贺喆(20180824-至今),否,股票型基金,普通股票型基金,469073918.06,8.6356164383562,40.67,86.434803396521
1446,000893.OF,工银创新动力股票,杨鑫鑫,刘天任(20141211-20170822) 王烁杰(20141211-20170519) 李劭钊(20160928-20190301) 杨鑫鑫(20190228-至今),否,股票型基金,普通股票型基金,5806669102.37,8.6328767123288,60.19,81.841952976417
1450,000925.OF,汇添富外延增长主题股票A,蔡志文,韩贤旺(20141208-20190118) 李威(20150129-20190118) 王栩(20190118-20221104) 蔡志文(20191204-至今),否,股票型基金,普通股票型基金,1631274341.3,8.641095890411,19.13,83.107643149307
1455,000955.OF,南方产业活力,蒋秋洁,张旭(20150127-20190315) 蒋秋洁(20190315-至今),否,股票型基金,普通股票型基金,343685897.88,8.5041095890411,2.7,82.489522484972
1456,000960.OF,招商医药健康产业股票,李佳存,李佳存(20150130-至今),否,股票型基金,普通股票型基金,2179289058.26,8.4958904109589,20.32,93.558162128535
1460,000971.OF,诺安新经济股票,杨琨,刘魁(20150126-20151121) 史高飞(20150126-20190220) 杨琨(20190220-至今),否,股票型基金,普通股票型基金,1468198678.68,8.5068493150685,1.0,92.066276489372
1463,000978.OF,景顺长城量化精选股票,黎海威,黎海威(20150204-至今),否,股票型基金,普通股票型基金,631252127.49,8.4821917808219,23.63,94.10453045457
1464,000979.OF,景顺长城沪港深精选股票,鲍无可,谢天翎(20150415-20160622) 鲍无可(20160528-至今) 黎海威(20171213-20190516),否,股票型基金,普通股票型基金,4467841717.78,8.2904109589041,62.35,92.368315344085
1465,000985.OF,嘉实逆向策略股票,曲盛伟,郭东谋(20150202-20180718) 曲盛伟(20180718-至今),否,股票型基金,普通股票型基金,771153984.68,8.4876712328767,11.33,93.384766456955
1469,000991.OF,工银战略转型股票A,杜洋,宋炳珅(20150216-20171222) 杜洋(20150216-至今),否,股票型基金,普通股票型基金,3317978576.9,8.4493150684932,3.11,94.937218736988
1470,000996.OF,中银新动力股票A,吴印,史彬(20150213-20180503) 吴印(20180503-至今),否,股票型基金,普通股票型基金,738298674.77,8.4575342465753,0.1034,93.614594745548
1471,001008.OF,工银国企改革股票,何肖颉,王君正(20150127-20180227) 何肖颉(20150127-至今),否,股票型基金,普通股票型基金,773645150.07,8.5041095890411,0.51,86.417799045963
1472,001009.OF,摩根安全战略股票A,陈思郁,卢扬(20150226-20161021) 陈思郁(20161021-至今) 李德辉(20180330-20190719),否,股票型基金,普通股票型基金,297652951.82,8.4219178082192,9.81,91.313983914683
1476,001028.OF,华安物联网主题股票A,翁启森,翁启森(20150317-至今),否,股票型基金,普通股票型基金,302507650.55,8.3698630136986,,94.414064656742
1477,001036.OF,嘉实企业变革股票,谢泽林,刘美玲(20150212-20160220) 杜毅(20150228-20171017) 谢泽林(20171017-至今),否,股票型基金,普通股票型基金,616140821.65,8.4602739726027,45.45,84.87356854215
1479,001040.OF,新华策略精选股票,赵强,崔建波(20150331-20170526) 栾江伟(20150716-20170523) 赵强(20170517-至今),否,股票型基金,普通股票型基金,840357538.3,8.3315068493151,76.77,94.184711186396
1482,001044.OF,嘉实新消费股票,谭丽,颜媛(20150323-20170411) 陈勤(20150323-20150619) 谭丽(20170411-至今),否,股票型基金,普通股票型基金,1300017216.96,8.3534246575342,18.73,81.376075620987
1488,001054.OF,工银新金融股票A,鄢耀,王君正(20150319-20171009) 鄢耀(20150319-至今),否,股票型基金,普通股票型基金,2394587392.06,8.3643835616438,40.0,93.191529384503
1490,001070.OF,建信信息产业股票A,邵卓,邵卓(20150324-至今),否,股票型基金,普通股票型基金,890234038.3,8.3506849315068,40.58,93.476708055084
1491,001072.OF,华安智能装备主题股票A,李欣,施卫平(20150424-20150626) 崔莹(20150618-20160921) 李欣(20150709-至今),否,股票型基金,普通股票型基金,917260688.56,8.2657534246575,3.54,85.414156458958
1498,001126.OF,摩根卓越制造股票A,李德辉,吴文哲(20150414-20170116) 许俊哲(20150414-20180615) 李德辉(20180615-至今),否,股票型基金,普通股票型基金,997947762.84,8.2931506849315,16.13,88.512073860772
1501,001158.OF,工银新材料新能源股票,张剑峰,黄安乐(20150428-20180302) 孙楠(20160919-20190313) 张剑峰(20160919-至今) 陈小鹭(20160922-20190814),否,股票型基金,普通股票型基金,1582410734.66,8.2547945205479,3.53,86.664835939264
1503,001163.OF,银华中国梦30股票,薄官辉,薄官辉(20150429-至今),否,股票型基金,普通股票型基金,644800542.78,8.2520547945205,52.21,89.883361496998
1504,001166.OF,建信环保产业股票,姜锋,姜锋(20150422-至今),否,股票型基金,普通股票型基金,695769277.23,8.2712328767123,0.03,86.023774043993
1506,001171.OF,工银养老产业股票A,赵蓓,赵蓓(20150428-至今) 胡文彪(20150428-20170804),否,股票型基金,普通股票型基金,2600445350.03,8.2547945205479,23.3,86.943031735495
1507,001178.OF,前海开源再融资股票,邱杰,邱杰(20150518-至今),否,股票型基金,普通股票型基金,748520634.49,8.2,15.54,92.549973495336
1509,001186.OF,富国文体健康股票A,林庆,林庆(20150506-至今),否,股票型基金,普通股票型基金,1745932562.42,8.2328767123288,37.04,83.450301095811
1512,001195.OF,工银农业产业股票,杨柯,杨柯(20150526-至今),否,股票型基金,普通股票型基金,508428998.78,8.1780821917808,3.29,83.050878108357
1515,001223.OF,鹏华文化传媒娱乐股票,贺宁,谢书英(20160127-20190522) 贺宁(20190522-至今),否,股票型基金,普通股票型基金,95568361.05,7.5041095890411,,83.573446419721
1516,001230.OF,鹏华医药科技A,金笑非,梁冬冬(20150602-20160624) 梁浩(20160624-20170729) 金笑非(20160624-至今),否,股票型基金,普通股票型基金,3000780569.25,8.158904109589,11.79,94.12709284317
1517,001236.OF,博时丝路主题股票A,沙炜,王俊(20150522-20160608) 沙炜(20150522-至今),否,股票型基金,普通股票型基金,991367598.04,8.1890410958904,34.93,87.155825530127
